8.0671;22.4;6263;3890;5932;5075;7305;9620;6442;0.712116419
-34.9289;138.6011;6313;4148;5792;3410;4678;9620;5892;0.537804492
53.578;-2.429;7230;3906;5848;2780;5188;9620;6061;0.591268586
30.7323;-90.5133;6677;4026;5134;3370;4810;9620;5885;0.535906359
74.0165;111.51;5683;7608;6232;5415;8580;7500;6771;0.81588105
50.8333;4.3333;4447;5950;6110;5905;6680;4250;5379;0.375830433
13.5441;100.6175;7490;4848;6624;6180;8465;9920;7353;1
51.8917;0.903;6793;5136;7550;4285;6703;9920;6852;0.841505853
74.0165;111.51;5975;5348;6726;7385;7725;9920;7152;0.936412528
8.0671;22.4;6780;4712;6158;5885;7158;9920;6881;0.85099652
51.05;-114.0667;6675;4052;5946;8022;6424;8657;6678;0.786776337
53.5344;-113.4903;5801;4499;6396;8022;6200;8141;6472;0.721607086
40.6239;118.1081;6143;3340;4984;4780;4385;1980;4313;0.038279026
46.7378;35.6416;6870;2936;3842;4430;4423;1980;4228;0.011705157
48.2395;126.5037;7610;2998;2806;4905;5183;1980;4449;0.081619741
30.7323;-90.5133;5128;2962;4878;3950;5315;4930;4563;0.117367922
25.3595;103.9143;7490;7920;8726;5580;5780;7200;7171;0.942423284
51.8917;0.903;6160;8404;7578;5200;6955;7200;6886;0.852578298
57.0337;9.9166;5593;8312;7502;5165;6955;7200;6720;0.799746916
56.1572;10.2107;5577;8102;6574;4595;5818;7200;6327;0.675735527
44.5008;38.1353;3880;3282;7640;7585;4955;7810;5681;0.471053464
40.6239;118.1081;5765;6140;6580;7130;7523;8710;6920;0.863334388
14.2283;6.0301;4530;6504;5986;8100;7050;8710;6676;0.786143625
40.6239;118.1081;5342;6458;6256;7950;6503;8710;6804;0.82663714
40.6239;118.1081;5045;6730;6356;8325;5463;8710;6703;0.794368871
51.8917;0.903;5258;6488;5642;8135;7105;8710;6816;0.830433407
40.6239;118.1081;4567;6746;6512;8400;4590;8710;6503;0.73141411
44.5008;38.1353;5203;6534;6696;8365;5293;8710;6736;0.804808605
40.6239;118.1081;3900;6624;5852;8175;6388;8710;6448;0.714014552
14.2283;6.0301;5223;6444;5722;7760;5500;8710;6542;0.743751977
53.578;-2.429;4290;6686;5880;8210;4385;8710;6290;0.66403037
53.578;-2.429;7295;7298;6396;7510;7075;6750;7075;0.912053148
-22.2333;-48.7192;6362;6586;6898;6970;6528;6750;6650;0.777602025
44.5008;38.1353;5620;7570;6792;7345;5715;6750;6562;0.750079089
45.7564;130.5759;5550;7586;6832;7720;3425;6750;6296;0.665928504
51.8917;0.903;5512;7524;5932;7495;4468;6750;6268;0.657070547
53.578;-2.429;6087;7010;4188;6955;4920;6750;6080;0.597279342
51.8917;0.903;5358;7480;4500;7795;5675;6750;6241;0.648528947
41.292;123.761;7677;7090;5940;6060;6040;5690;6530;0.739639355
40.6239;118.1081;6658;7756;5040;6700;6703;5690;6455;0.716229041
51.8917;0.903;6265;7454;6470;6385;5398;5690;6278;0.660234103
40.6239;118.1081;7273;7272;6038;6925;4660;5690;6410;0.701676685
40.6239;118.1081;6420;7878;6422;6660;5208;5690;6391;0.695982284
40.6239;118.1081;5487;7650;6196;7600;4868;5690;6185;0.630496678
25.3595;103.9143;6825;7514;4090;7020;6853;5690;6396;0.697564062
19.1607;110.5809;4442;7998;6058;7645;5340;5690;6043;0.585574185
44.5008;38.1353;5525;7802;5888;7485;4908;5690;6168;0.625434989
36.1148;102.2476;3932;7696;5630;6395;3108;5690;5339;0.36317621
33.8626;115.7742;5313;3142;5732;2410;7260;3120;4453;0.082885163
